questionID,AnswerKey,examName,schoolGrade,question,subject,bag_question,cleaned_question,cluster,final_cleaned,cluster0
MCAS_2013_8_29419,D,MCAS,8,Anya is observing an organism in the laboratory. The table below shows her observations. {MCAS_8_2013_1} The organism Anya is observing most likely belongs to which kingdom? (A) Animalia (B) Eubacteria (C) Fungi (D) Plantae,Biology,"['animalia', 'anya', 'belongs', 'observing', 'organism']",animalia anya belongs observe organism,0,animalia anya belongs observe organism,0
MEAP_2005_8_22,B,MEAP,8,"Use the information below to answer the question. Sawmill River flows through a little valley near Jocelyn’s house. For years, the valley has been a natural habitat for wildlife. Other than a footpath along the river, there have been few signs of human disturbance surrounding the ecosystem. This year, the river has flooded more than usual. In places, the banks have been washed out, the water appears muddy, and several trees have fallen into the water. Jocelyn suspects that recent construction of a mall and huge parking lots is affecting the river. {MEAP_8_2005_6} Jocelyn noticed that a great deal of sediment had accumulated on the curves of the creek since her visit last year. Which of the following does NOT contribute to the wearing down of rocks to form sediment? (A) gravity and pressure (B) a decrease in rainfall (C) breakdown by lichen (D) erosion by wind and water",Physics,"['jocelyn', 'river', 'sediment', 'valley', 'water']",jocelyn river sediment valley water,0,jocelyn river sediment valley water,0
MEAP_2005_8_47,C,MEAP,8,"Use the information below to answer the question. Casey has two glass jars of the same size. He fills one with water; the other contains air. He places a flat magnet on the top of each lid and a metal ball bearing on the inside of each lid under the magnet. He then screws each lid onto a jar. The magnets hold the ball bearings in place under the lids. Casey then removes the magnets at the same time, and the ball bearings drop into the jars. {MEAP_8_2005_12} Suppose Casey adds a third glass jar containing syrup to the experiment. The picture below shows his new experimental design. He follows the same procedure, removing the magnets from all three jars at the same time. {MEAP_8_2005_13} Will Casey be able to draw a valid conclusion from the new data? (A) Yes, because the jars are all made of the same material. (B) No, the syrup jar is shorter and it will invalidate the results. (C) Yes, the same procedure is followed and results will be valid. (D) No, syrup is a colored liquid and it will invalidate the results.",Physics,"['ball', 'casey', 'jars', 'lid', 'results']",ball casey jar lid result,0,ball casey jar lid result,0
NCEOGA2013_8_17,B,North Carolina READY End-of-Grade Assessment,8,Consider this food web: {NC_8_2013_1} Where is the largest amount of energy found in this food web? (A) hawk (B) grass (C) mouse (D) grasshopper,Biology,"['amount', 'consider', 'energy', 'food', 'web']",amount consider energy food web,0,amount consider energy food web,2
NYSEDREGENTS_2008_8_19,D,NYSEDREGENTS,8,Which life process is shown by the equation below? {Regents_2008_8th_Grade_06} (A) circulation (B) reproduction (C) locomotion (D) respiration,Biology,"['circulation', 'equation', 'life', 'locomotion', 'process']",circulation equation life locomotion process,0,circulation equation life locomotion process,0
NYSEDREGENTS_2008_8_21,D,NYSEDREGENTS,8,Which process is shown in the diagram below? {Regents_2008_8th_Grade_11} (A) evolution (B) migration (C) photosynthesis (D) metamorphosis,Physics,"['diagram', 'evolution', 'metamorphosis', 'migration', 'photosynthesis']",diagram evolution metamorphosis migration photosynthesis,1,evolution metamorphosis migration photosynthesis,0
NYSEDREGENTS_2008_8_22,D,NYSEDREGENTS,8,The diagram below shows a food web for a community. {Regents_2008_8th_Grade_12} Which organisms in the diagram are carnivores? (A) rabbits and birds (B) carrots and grasses (C) grasshoppers and mice (D) foxes and owls,Physics,"['birds', 'carnivores', 'carrots', 'community', 'diagram']",bird carnivore carrots community diagram,1,bird carnivore carrots community,0
NYSEDREGENTS_2008_8_23,D,NYSEDREGENTS,8,The diagram below shows a material being cycled between the living and nonliving environments. {Regents_2008_8th_Grade_13} Which material is being cycled? (A) carbon dioxide (B) nitrogen (C) oxygen (D) water,Physics,"['carbon', 'cycled', 'diagram', 'dioxide', 'material']",carbon cycle diagram dioxide material,1,carbon cycle dioxide material,0
NYSEDREGENTS_2008_8_31,C,NYSEDREGENTS,8,The diagram below shows a rock suspended above an overflow container filled with water up to the overflow spout. A graduated cylinder is positioned next to the container to collect water that comes out of the overflow spout. {Regents_2008_8th_Grade_14} Which property of the rock can be directly determined when the rock is placed in the overflow container? (A) mass (B) density (C) volume (D) hardness,Physics,"['container', 'overflow', 'rock', 'spout', 'water']",container overflow rock spout water,0,container overflow rock spout water,0
NYSEDREGENTS_2008_8_38,D,NYSEDREGENTS,8,"The diagram below shows water being heated in a flask. The flask has a rubber stopper with a glass tube extending through it. The current level of the water in the glass tube is indicated. The temperature of the water is 25°C. {Regents_2008_8th_Grade_16} If heating continues, the water in the glass tube will most likely (A) turn into a solid (B) become more dense (C) move into the flask (D) rise higher in the tube",Physics,"['flask', 'glass', 'temperature', 'tube', 'water']",flask glass temperature tube water,0,flask glass temperature tube water,0
NYSEDREGENTS_2010_8_5,B,NYSEDREGENTS,8,The chart below shows the inferred evolution of some dinosaurs during three time periods in Earth's history. {Regents_2010_8th_Grade_04} Which dinosaur most likely evolved from Coelophysis? (A) Theodont (B) Tyrannosaurus (C) Triceratops (D) Camptosaurus,Biology,"['camptosaurus', 'shows', 'theodont', 'three', 'time']",camptosaurus show theodont three time,3,camptosaurus theodont three time,0
NYSEDREGENTS_2010_8_19,D,NYSEDREGENTS,8,Base your answers on the diagram and table below and on your knowledge of science. The diagram shows a lab dish containing organisms collected at the edge of a forest. {Regents_2010_8th_Grade_06} The table identifies several organisms based on their characteristics. {Regents_2010_8th_Grade_07} How many of the organisms in the lab dish are insects? (A) 1 (B) 2 (C) 3 (D) 4,Biology,"['answers', 'diagram', 'dish', 'lab', 'organisms']",answer diagram dish lab organism,1,dish lab organism,0
NYSEDREGENTS_2010_8_22,D,NYSEDREGENTS,8,"The diagram below shows a cross section of a portion of Earth’s crust that has not been overturned. Letters A, B, C, and D represent sedimentary rock layers that contain fossils. {Regents_2010_8th_Grade_08} Which rock layer contains the oldest fossils? (A) A (B) B (C) C (D) D",Biology,"['contain', 'fossils', 'represent', 'rock', 'section']",contain fossil represent rock section,0,contain fossil rock section,0
NYSEDREGENTS_2010_8_23,B,NYSEDREGENTS,8,Insulin and glucagon are hormones that affect blood sugar levels. The diagram below shows the feedback system used by the human body to increase and decrease blood sugar levels. {Regents_2010_8th_Grade_09} This feedback system is one way that the human body (A) circulates gases (B) maintains equilibrium (C) destroys viruses (D) transports nutrients,Physics,"['blood', 'body', 'human', 'sugar', 'system']",blood body human sugar system,0,blood body human sugar system,0
NYSEDREGENTS_2010_8_36,B,NYSEDREGENTS,8,"Base your answers on the portion of the Periodic Table of the Elements shown below and on your knowledge of science. {Regents_2010_8th_Grade_15} The elements fluorine, chlorine, bromine, and iodine are all found in the same group (17) on the table. These elements are grouped together because they (A) are metals (B) react in similar ways (C) have the same atomic mass (D) are noble gases",Biology,"['answers', 'elements', 'shown', 'similar', 'table']",answer element show similar table,3,element similar,0
NYSEDREGENTS_2010_8_38,A,NYSEDREGENTS,8,The diagram below shows what occurs when a ray of light strikes and enters a pond. {Regents_2010_8th_Grade_16} Which property of light is illustrated when the ray enters the pond? (A) refraction (B) reflection (C) absorption (D) emission,Physics,"['absorption', 'enters', 'light', 'pond', 'ray']",absorption enters light pond ray,0,absorption enters light pond ray,0
NYSEDREGENTS_2010_8_43,D,NYSEDREGENTS,8,The diagram below shows a weather instrument. {Regents_2010_8th_Grade_18} Which weather condition is measured by this instrument? (A) air humidity (B) air pressure (C) wind direction (D) wind speed,Physics,"['air', 'condition', 'instrument', 'weather', 'wind']",air condition instrument weather wind,0,air condition instrument weather wind,3
NYSEDREGENTS_2010_8_45,C,NYSEDREGENTS,8,"The map below shows the total rainfall, in inches, for parts of New York State, Vermont, and New Hampshire over one year. The numbered dark lines connect locations with the same amount of total rainfall. State boundaries are indicated by {Regents_2010_8th_Grade_50}. {Regents_2010_8th_Grade_20} What was the probable amount of rainfall, in inches, for Waterbury, Vermont, for that year? (A) 35 (B) 36 (C) 37 (D) 43",Physics,"['amount', 'rainfall', 'state', 'total', 'vermont']",amount rainfall state total vermont,0,amount rainfall state total vermont,2
NYSEDREGENTS_2012_8_1,C,NYSEDREGENTS,8,"The data table below shows apparent air temperature in degrees Fahrenheit (°F). Apparent air temperature is how hot the air feels at different air temperatures and different relative humidities. {Regents_2012_8th_Grade_01} If the air temperature is 90°F and the relative humidity is 70%, the apparent air temperature is (A) 20°F (B) 71°F (C) 106°F (D) 113°F",Physics,"['air', 'apparent', 'different', 'relative', 'temperature']",air apparent different relative temperature,0,air apparent relative temperature,3
NYSEDREGENTS_2012_8_7,B,NYSEDREGENTS,8,The label below shows the nutrition facts for a snack food. {Regents_2012_8th_Grade_04} How many grams of fat would be consumed if a person ate the entire box of snack food? (A) 3 g (B) 27 g (C) 30 g (D) 65 g,Biology,"['ate', 'box', 'consumed', 'food', 'snack']",ate box consume food snack,0,ate box consume food snack,0
NYSEDREGENTS_2012_8_21,B,NYSEDREGENTS,8,The diagram below shows a food chain. {Regents_2012_8th_Grade_08} Which organisms in this food chain are herbivores? (A) green plants (B) caterpillars (C) birds (D) snakes,Biology,"['birds', 'caterpillars', 'chain', 'diagram', 'food']",bird caterpillar chain diagram food,2,bird caterpillar chain food,0
NYSEDREGENTS_2012_8_22,D,NYSEDREGENTS,8,The diagram below shows several different organisms found in an area. {Regents_2012_8th_Grade_09} The worms in the diagram represent (A) a community (B) an ecosystem (C) a habitat (D) a population,Biology,"['area', 'community', 'diagram', 'different', 'ecosystem']",area community diagram different ecosystem,1,area community ecosystem,0
NYSEDREGENTS_2012_8_24,A,NYSEDREGENTS,8,Which diagram best represents light being reflected after striking the flat surface of a mirror? (A) {Regents_2012_8th_Grade_50} (B) {Regents_2012_8th_Grade_51} (C) {Regents_2012_8th_Grade_52} (D) {Regents_2012_8th_Grade_53},Physics,"['best', 'diagram', 'flat', 'light', 'mirror']",best diagram flat light mirror,1,flat light mirror,0
NYSEDREGENTS_2012_8_35,D,NYSEDREGENTS,8,Base your answers on the weather map below and on your knowledge of science. The center of a storm system (Low) over part of the United States and the frontal boundaries associated with this system are shown. Point A represents a location on the map. {Regents_2012_8th_Grade_15} Precipitation is most likely occurring at A because it is located (A) on a cold ocean surface (B) on a warm land surface (C) near the cold front (D) near the warm front,Biology,"['cold', 'map', 'near', 'surface', 'system']",cold map near surface system,0,cold map near surface system,0
NYSEDREGENTS_2012_8_41,C,NYSEDREGENTS,8,"The diagram below shows a cross section of a waterfall. Points A, B, C, and D represent locations in the stream. {Regents_2012_8th_Grade_22} At which location does the water have the greatest kinetic energy? (A) A (B) B (C) C (D) D",Biology,"['cross', 'diagram', 'energy', 'greatest', 'kinetic']",cross diagram energy great kinetic,1,cross energy great kinetic,0
TAKS_2009_8_6,B,TAKS,8,{TAKS_8_2009_5} A student studying spiders creates the table shown above. What is the best conclusion the student can make based on this information? (A) Web spiders are larger than hunting spiders. (B) Wolf spiders are the largest of these spiders. (C) Hunting spiders usually have warning color patterns. J Jumping spiders are faster than yellow garden spiders.,Physics,"['based', 'hunting', 'spiders', 'student', 'web']",base hunt spider student web,0,base hunt spider web,0
TAKS_2009_8_7,A,TAKS,8,{TAKS_8_2009_6} A gasoline-powered vehicle goes up a hill from point X to point Y. What energy transformation must occur in the car’s engine? (A) Chemical energy into mechanical energy (B) Electrical energy into chemical energy (C) Heat energy into chemical energy (D) Mech,Biology,"['cars', 'chemical', 'electrical', 'energy', 'point']",car chemical electrical energy point,0,car chemical electrical energy point,0
TAKS_2009_8_10,C,TAKS,8,{TAKS_8_2009_8} Some students hypothesize that heating a mixture of any substance and water will always increase the amount of the substance that will dissolve in the water. The table shows results of an investigation testing this hypothesis. The results for which of the substances tested weaken this hypothesis? (A) Substance W (B) Substance X (C) Substance Y (D) Substance Z,Physics,"['hypothesis', 'results', 'substance', 'testing', 'water']",hypothesis result substance testing water,0,hypothesis result substance testing water,0
TAKS_2009_8_15,D,TAKS,8,"Ancient Trees The climate in central California’s White Mountains is cold and dry. Clouds traveling east tend to lose their moisture over the Sierra Nevada, a large mountain range just west of the White Mountains. For this reason, the White Mountains receive less than 30 cm of precipitation per year. Most of this precipitation falls as snow. The White Mountains are the home of the oldest living trees on Earth, bristlecone pines that can survive thousands of years. Bristlecone pines have several strategies for surviving in this dry environment. These trees often grow in patches of dolomite soil. Dolomite is a type of limestone that holds more moisture than the surrounding sandstone. The light color of the dolomite soil reflects sunlight, helping keep the trees’ roots cool and conserving the limited moisture. Needles on these trees can live 20 to 30 years. They provide a stable source of photosynthesis for many years. These ancient trees teach scientists about Earth’s climate history. Each spring and summer the trees grow a layer of new cells between the living wood and the bark. The trees grow more in a wet year than in a dry year. Because these trees live a long time, they can be used as a record of climate change over thousands of years. {TAKS_8_2009_9} The dolomite soil keeps the roots of the bristlecone pines cool by — (A) absorbing chemical energy from the roots (B) transforming heat energy into chemical energy (C) transferring thermal energy from the soil to the roots (D) reflecting the heat energy from the soil around the roots",Physics,"['energy', 'roots', 'soil', 'trees', 'years']",energy root soil tree year,0,energy root soil tree,0
TAKS_2009_8_20,B,TAKS,8,{TAKS_8_2009_11} Which numbered part of the plant cell shown above primarily provides support for the plant’s structure? (A) 1 (B) 2 (C) 3 (D) 4,Biology,"['cell', 'numbered', 'part', 'plant', 'plants']",cell number part plant plant,0,cell number part plant plant,0
TAKS_2009_8_30,B,TAKS,8,{TAKS_8_2009_16} People pan for gold by scooping material from a streambed and shaking it in a pan as shown above. The gold nuggets in the pan can easily be separated from the sand and gravel because of their greater density. The material scooped from the streambed is an example of — (A) a solution (B) a mixture (C) an acid (D) an element,Physics,"['gold', 'material', 'pan', 'shown', 'streambed']",gold material pan show streambed,3,gold material pan streambed,0
TAKS_2009_8_43,C,TAKS,8,{TAKS_8_2009_25} Planting additional legumes in the area shown above would most likely lead to which of the following? (A) A decrease in the activity of bacteria (B) A decrease in the number of animals in the area (C) An increase in the activity of nitrogen-fixing bacteria D An increase in the number of species that can fix nitrogen,Physics,"['activity', 'area', 'bacteria', 'decrease', 'number']",activity area bacteria decrease number,0,activity area bacteria decrease number,0
WashingtonMSP_2012_8_4,B,Washington MSP,8,"Hot Lamp Brandi and Jerry did the following controlled experiment to find out how the color of an object affects its temperature. Question: What is the effect of different lid colors on the air temperature inside a glass jar exposed to a lamp? Hypothesis: The darker the lid color, the greater the increase in air temperature in the glass jar, because darker colors absorb more energy. Materials: glass jar lamp four colored lids: black, dark gray, light gray, and white thermometer meterstick stopwatch {WA-MSP_8_2012_1} Procedure: 1. Put the black lid with the attached thermometer on the glass jar. 2. Make sure the starting temperature inside the jar is 24º C. 3. Place lamp 5 centimeters away from the lid and turn on the lamp. 4. After 10 minutes measure the air temperature inside the glass jar and record as Trial 1. 5. Turn off lamp and wait until the air in the jar returns to the starting temperature. 6. Repeat steps 2 through 5 for Trials 2 and 3. 7. Repeat steps 1 through 6 for the dark gray, light gray, and white lids. 8. Calculate and record the average air temperature for each lid color. Data: {WA-MSP_8_2012_2} What was the purpose of waiting until the air in the jar returned to the starting temperature in Brandi and Jerry’s experiment? (A) To have the same time between trials (B) To keep a variable the same for every trial (C) To allow the lamp to cool down after every trial (D) To provide time to change the lid color between trials",Physics,"['air', 'color', 'jar', 'lamp', 'temperature']",air color jar lamp temperature,0,air color jar lamp temperature,3
AKDE&ED_2008_8_4,B,Alaska Department of Education & Early Development,8,A student puts water in a graduated cylinder and carefully adds two small rocks. {AK_8_2008_6} What is the volume of the rocks? (A) 2 mL (B) 3 mL (C) 5 mL (D) 12 mL,Physics,"['adds', 'carefully', 'cylinder', 'ml', 'rocks']",add carefully cylinder ml rock,0,add carefully cylinder ml rock,0
AKDE&ED_2008_8_13,A,Alaska Department of Education & Early Development,8,An incomplete energy transformation diagram is shown below. {AK_8_2008_13} Wind turns a turbine and creates electricity. Which types of energy complete this energy transformation diagram for the turbine? (A) X: solar energy Y: mechanical energy (B) X: mechanical energy Y: nuclear energy (C) X: chemical energy Y: solar energy (D) X: nuclear energy Y: chemical energy,Physics,"['chemical', 'diagram', 'energy', 'mechanical', 'nuclear']",chemical diagram energy mechanical nuclear,1,chemical energy mechanical nuclear,0
AKDE&ED_2008_8_19,A,Alaska Department of Education & Early Development,8,"While washing some berries, a student observes that the blueberries sink in water and the strawberries float in water. {AK_8_2008_18} Which statement explains this observation? (A) A blueberry has greater density than a strawberry. (B) A blueberry has greater volume than a strawberry. (C) A strawberry has more weight than a blueberry. (D) A strawberry has more surface area than a blueberry.",Physics,"['area', 'blueberry', 'greater', 'strawberry', 'water']",area blueberry great strawberry water,0,area blueberry great strawberry water,0
AKDE&ED_2008_8_26,A,Alaska Department of Education & Early Development,8,A marine food web is shown in the diagram below. {AK_8_2008_23} Which organism below belongs in level 3 of this marine food web? (A) salmon (B) zooplankton (C) sea alga (D) polar bear,Biology,"['alga', 'bear', 'food', 'marine', 'web']",alga bear food marine web,0,alga bear food marine web,0
AKDE&ED_2008_8_27,C,Alaska Department of Education & Early Development,8,"The graph below shows the effect of temperature on the volume of a gas. {AK_8_2008_24} Which generalization can be made about the relationship between the temperature and volume of a gas? (A) As the temperature of a gas decreases, its volume increases. (B) As the temperature of a gas decreases, its volume stays the same. (C) As the temperature of a gas increases, its volume increases. (D) As the temperature of a gas increases, its volume stays the same.",Physics,"['decreases', 'gas', 'increases', 'temperature', 'volume']",decrease gas increase temperature volume,0,decrease gas increase temperature volume,0
AKDE&ED_2008_8_41,C,Alaska Department of Education & Early Development,8,A marine food web is shown below. {AK_8_2008_29} Which chart correctly shows three of the organisms according to their roles in cycling matter in the marine food web? (A) {AK_8_2008_30} (B) {AK_8_2008_31} (C) {AK_8_2008_32} (D) {AK_8_2008_33},Physics,"['food', 'marine', 'shown', 'web']",food marine show web,3,food marine web,0
AKDE&ED_2008_8_55,D,Alaska Department of Education & Early Development,8,The graph below shows the number of measles cases reported for many years. {AK_8_2008_40} Which statement is supported by the information in this graph? (A) The vaccine was responsible for eliminating measles after 1965. (B) The vaccine was not needed to develop natural immunity to measles. (C) The vaccine was not given after 1968 because there were few measles cases reported. (D) The vaccine was responsible for reducing the number of cases of measles in the United States.,Physics,"['cases', 'graph', 'measles', 'responsible', 'vaccine']",case graph measles responsible vaccine,0,case graph measles responsible vaccine,0
AKDE&ED_2012_8_30,C,Alaska Department of Education & Early Development,8,Some recent changes in an area were recorded. {AK_8_2012_19} Which of the following is most likely a result of the changes in the area? (A) rivers flooding (B) sea ice forming (C) permafrost thawing (D) sea levels increasing,Physics,"['area', 'changes', 'flooding', 'following', 'sea']",area change flood follow sea,0,area flood sea,0
AKDE&ED_2012_8_36,C,Alaska Department of Education & Early Development,8,Some of the characteristics of a vertebrate are shown below. {AK_8_2012_23} To which group does this vertebrate belong? (A) birds (B) reptiles (C) mammals (D) amphibians,Physics,"['amphibians', 'belong', 'birds', 'characteristics', 'vertebrate']",amphibian belong bird characteristic vertebrate,0,amphibian belong bird characteristic vertebrate,0
CSZ_2009_8_CSZ20659,A,California Standards Test,8,{CA_8_2009_12} What is the name of the indicated atom in the acetic acid molecule shown above? (A) carbon (B) calcium (C) chromium (D) copper,Physics,"['acetic', 'acid', 'atom', 'calcium', 'carbon']",acetic acid atom calcium carbon,0,acetic acid atom calcium carbon,0
CSZ_2009_8_CSZ20716,B,California Standards Test,8,The graph below shows the movement of an object at several points in time. {CA_8_2009_1} What is the average speed of the object? (A) 0.5 meters/minute (B) 2 meters/minute (C) 25 meters/minute (D) 50 meters/minute,Biology,"['average', 'graph', 'metersminute', 'movement', 'object']",average graph metersminute movement object,0,average graph metersminute movement object,0
CSZ_2009_8_CSZ20725,A,California Standards Test,8,"Two students are pushing a cart, as shown below. {CA_8_2009_8} The cart will move as if it were acted on by a single force with a magnitude of (A) 50 N. (B) 150 N. (C) 200 N. (D) 350 N.",Physics,"['acted', 'cart', 'force', 'magnitude', 'move']",act cart force magnitude move,0,act cart force magnitude move,0
CSZ_2009_8_CSZ20746,D,California Standards Test,8,The graph below shows the speed of a vehicle over time. {CA_8_2009_6} How far did the vehicle travel during the first two seconds? (A) 0.2 m (B) 5 m (C) 10 m (D) 20 m,Physics,"['far', 'first', 'graph', 'seconds', 'vehicle']",far first graph second vehicle,0,far first graph second vehicle,0
CSZ_2009_8_CSZ20854,C,California Standards Test,8,Data from an experiment are presented below. {CA_8_2009_2} The slope of the graph represents what characteristic of an object? (A) displacement (B) force (C) speed (D) inertia,Physics,"['characteristic', 'data', 'displacement', 'experiment', 'force']",characteristic data displacement experiment force,0,characteristic data displacement experiment force,0
CSZ_2009_8_CSZ20855,C,California Standards Test,8,"A spring scale is pulled downward and readings are recorded. {CA_8_2009_3} If the spring is pulled 3.5 cm, the spring scale should read (A) 12 N. (B) 13 N. (C) 14 N. (D) 15 N.",Physics,"['cm', 'downward', 'pulled', 'scale', 'spring']",cm downward pull scale spring,0,cm downward pull scale spring,0
CSZ_2009_8_CSZ20892,C,California Standards Test,8,A diagram of the periodic table of the elements is shown below. {CA_8_2009_13} In which region of the table would nonmetals be found? (A) 1 (B) 2 (C) 3 (D) 4,Physics,"['diagram', 'elements', 'found', 'nonmetals', 'table']",diagram element find nonmetal table,1,element nonmetal,0
CSZ_2009_8_CSZ30150,C,California Standards Test,8,The following equations represent chemical reactions. {CA_8_2009_16} Which equation shows that the total mass during a chemical reaction stays the same? (A) 1 (B) 2 (C) 3 (D) 4,Physics,"['chemical', 'equation', 'equations', 'following', 'mass']",chemical equation equation follow mass,0,chemical equation equation mass,4
CSZ_2009_8_CSZ30673,D,California Standards Test,8,The table below shows the atomic mass of four stable calcium (Ca) isotopes. {CA_8_2009_14} What characteristic is different in each isotope? (A) the position in the periodic table of the elements (B) the net charge of the nucleus (C) the mass of the protons in the nucleus (D) the number of neutrons in the nucleus,Biology,"['characteristic', 'mass', 'nucleus', 'shows', 'table']",characteristic mass nucleus show table,3,characteristic mass nucleus,4
CSZ_2009_8_CSZ30761,A,California Standards Test,8,"Four forces are acting on a box, as shown below. {CA_8_2009_9} This box will increase in speed (A) downward and to the left. (B) downward and to the right. (C) upward and to the left. (D) upward and to the right.",Physics,"['box', 'downward', 'left', 'right', 'upward']",box downward leave right upward,0,box downward leave right upward,0
CSZ_2009_8_CSZ40051,B,California Standards Test,8,{CA_8_2009_15} The galaxies pictured above would best be classified as (A) barred galaxies. (B) spiral galaxies. (C) irregular galaxies. (D) symmetrical galaxies.,Physics,"['barred', 'best', 'classified', 'galaxies', 'irregular']",bar best classified galaxy irregular,0,bar classified galaxy irregular,0
MCAS_2010_8_12017,C,MCAS,8,"A student is investigating potential and kinetic energy by stretching a spring across a table. When the student lets go, the spring recoils. {MCAS_8_2010_14} At which time is potential energy in the spring being converted into kinetic energy in this system? (A) when the spring is stretching (B) when the spring is fully stretched (C) when the spring is recoiling (D) when the spring is fully recoiled",Physics,"['energy', 'fully', 'spring', 'stretching', 'student']",energy fully spring stretch student,0,energy fully spring stretch,0
MCAS_2010_8_12014,C,MCAS,8,"One of the most common types of adaptations in plants involves the shape and structure of each plant's leaves. The surface area of leaves is related to the amount of water a plant loses. Based on this information, which of the following plants is probably best adapted for living in a hot, dry climate? (A) {MCAS_8_2010_10} (B) {MCAS_8_2010_11} (C) {MCAS_8_2010_12} (D) {MCAS_8_2010_13}",Physics,"['adaptations', 'leaves', 'plants', 'structure', 'surface']",adaptation leave plant structure surface,0,adaptation leave plant structure surface,0
MCAS_2010_8_12011,B,MCAS,8,The picture below shows a machine used in a factory to make metal parts for toy cars. {MCAS_8_2010_9} What is the most likely purpose of this machine in making the metal parts? (A) to sand the parts (B) to make holes in the parts (C) to fasten the parts together (D) to measure the size of the parts,Biology,"['machine', 'make', 'metal', 'parts', 'together']",machine make metal part together,0,machine metal part together,0
MCAS_2010_8_12009,B,MCAS,8,The diagram below shows the beaks of five species of birds that developed over time from one parent species. The five species of birds can be found living in the same area. {MCAS_8_2010_8} Which of the following best explains why the beak shape of each species of bird developed differently? (A) Each beak shape helps the birds to produce different songs. (B) Each beak shape is an adaptation to a specific source of food. (C) Each beak shape is designed to construct a different type of nest. (D) Each beak shape helps protect the birds from a different predator.,Biology,"['beak', 'birds', 'different', 'shape', 'species']",beak bird different shape specie,0,beak bird shape specie,0
MCAS_2010_8_12007,D,MCAS,8,The diagram below shows four layers of Earth. Each layer is identified by a number. {MCAS_8_2010_7} Which layer of Earth is composed primarily of solid iron? (A) layer 1 (B) layer 2 (C) layer 3 (D) layer 4,Physics,"['composed', 'diagram', 'earth', 'four', 'layer']",compose diagram earth four layer,1,compose earth four layer,1
MCAS_2011_8_17700,C,MCAS,8,"Jerome crossed two purple-flowered plants. The offspring produced from this cross had either white flowers or purple flowers, as shown in the table below. {MCAS_8_2011_13} Which of the following statements best explains why some of the offspring have white flowers? (A) These offspring were created by asexual reproduction. (B) These offspring were produced in a dark environment. (C) These offspring inherited a DNA sequence coding for white flowers from each parent plant. (D) These offspring inherited a DNA sequence coding for white flowers from only one parent plant.",Physics,"['flowers', 'inherited', 'offspring', 'plant', 'white']",flower inherit offspring plant white,0,flower inherit offspring plant white,0
MCAS_2011_8_17699,D,MCAS,8,The picture below shows a paramecium. {MCAS_8_2011_12} In which kingdom is the paramecium classified? (A) Animalia (B) Fungi (C) Plantae (D) Protista,Physics,"['animalia', 'classified', 'fungi', 'kingdom', 'paramecium']",animalia classify fungi kingdom paramecium,0,animalia classify fungi kingdom paramecium,0
MCAS_2011_8_17690,C,MCAS,8,"A teacher put one test tube of 50°C liquid and one test tube of 10°C liquid into a 20°C water bath, as shown in the diagram below. {MCAS_8_2011_5} Which of the following diagrams best represents the directions that heat will move when the test tubes are placed into the water bath? (A) {MCAS_8_2011_6} (B) {MCAS_8_2011_7} (C) {MCAS_8_2011_8} (D) {MCAS_8_2011_9}",Physics,"['bath', 'liquid', 'one', 'test', 'tube']",bath liquid one test tube,0,bath liquid one test tube,0
MCAS_2011_8_17688,D,MCAS,8,The pictures below show two dogs of the same breed that have different coat colors. {MCAS_8_2011_3} The instructions that determine coat color are stored in the (A) cytoplasm of skin cells. (B) membrane of every cell. (C) mitochondria of hair cells. (D) chromosomes of every cell.,Biology,"['breed', 'cell', 'cells', 'coat', 'every']",breed cell cell coat every,0,breed cell cell coat every,0
MCAS_2011_8_17686,C,MCAS,8,"In the chemical reaction shown below, all of the HCl and Zn will react to form H2 and ZnCl2. {MCAS_8_2011_2} Which of the following statements describes the result of this reaction? (A) The hydrogen gas will have a mass of zero. (B) The zinc chloride will have less mass than the zinc. (C) The mass of the products will equal the mass of the reactants. (D) The mass of the hydrogen atoms will decrease in the products.",Physics,"['hydrogen', 'mass', 'products', 'reaction', 'zinc']",hydrogen mass product reaction zinc,0,hydrogen mass product reaction zinc,4
MCAS_2011_8_17684,C,MCAS,8,The diagram below shows information about the motion of a toy car between two points on a track. {MCAS_8_2011_1} Which of the following can be determined using the information shown in the diagram? (A) the car's position after the first two seconds (B) the car's mass as it moves away from the start (C) the car's average speed between the two points (D) the car's total acceleration within the first meter,Biology,"['cars', 'diagram', 'first', 'information', 'two']",car diagram first information two,1,car first two,0
MCAS_2012_8_23652,B,MCAS,8,The international highway symbol for No Entry is shown on the sign below. {MCAS_8_2012_12} Which of the following is the most important reason why this symbol is used on roads throughout Europe? (A) Symbols take up less space on a sign than words. (B) European countries have many different languages. (C) Small children can understand symbols better than words. (D) One factory can make signs used by many European countries.,Physics,"['many', 'sign', 'symbol', 'symbols', 'used']",many sign symbol symbol use,0,many sign symbol symbol,0
MCAS_2012_8_23642,A,MCAS,8,"The picture below shows a beaker containing a clear liquid with a temperature of 20°C. {MCAS_8_2012_7} A blue powder is added to the liquid. Which of the following pictures provides the best evidence that the change to the liquid is physical, not chemical? (A) {MCAS_8_2012_8} (B) {MCAS_8_2012_9} (C) {MCAS_8_2012_10} (D) {MCAS_8_2012_11}",Physics,"['beaker', 'clear', 'containing', 'liquid', 'picture']",beaker clear contain liquid picture,0,beaker clear contain liquid picture,0
